Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
'4057192912','3/23/2016',7239,5.3400001526,5.3400001526,0.0,0.5500000119,0.3600000143,4.3800001144,0.0,7,7,190,1236,2484
'4057192912','3/24/2016',7,0.0099999998,0.0099999998,0.0,0.0,0.0,0.0099999998,0.0,0,0,1,1439,1787
'4057192912','3/25/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
'4057192912','3/26/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
'4057192912','3/27/2016',2275,1.6799999475,1.6799999475,0.0,0.0,0.0,1.6599999666,0.0,0,0,86,1354,2005
'4057192912','3/28/2016',8,0.0099999998,0.0099999998,0.0,0.0,0.0,0.0099999998,0.0,0,0,1,1439,1778
'4057192912','3/29/2016',5137,3.7599999905,3.7599999905,0.0,0.0,0.0,3.7599999905,0.0,0,0,160,1280,2293
'4057192912','3/30/2016',5419,4.0,4.5700001717,0.0558429994,0.0,0.0,3.9100000858,0.0599999987,0,0,145,1295,2259
'4057192912','3/31/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
'4057192912','4/1/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
'4057192912','4/2/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
'4057192912','4/3/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
'4057192912','4/4/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
'4057192912','4/5/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
'4057192912','4/6/2016',18,0.0099999998,0.0099999998,0.0,0.0,0.0,0.0099999998,0.0,0,0,2,1438,1780
'4057192912','4/7/2016',4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1778
'4057192912','4/8/2016',8426,6.1599998474,6.1599998474,0.0,0.1299999952,5.4899997711,0.5400000215,0.0,2,120,25,1293,2360
'4057192912','4/9/2016',1650,1.2100000381,1.2100000381,0.0,0.0,0.0,1.2100000381,0.0,0,0,60,1380,1952
'4057192912','4/10/2016',3434,2.5099999905,2.5099999905,0.0,0.0700000003,0.3000000119,2.1400001049,0.0,1,7,108,1324,2101
'4057192912','4/11/2016',6801,4.9800000191,4.9800000191,0.0,0.0,0.0,4.9699997902,0.0,0,0,193,1247,2393
'4057192912','4/12/2016',187,0.1400000006,0.1400000006,0.0,0.0,0.0,0.1400000006,0.0,0,0,11,400,538
'4319703577','3/29/2016',5643,3.7899999619,3.7899999619,0.0,0.2300000042,0.3300000131,3.2300000191,0.0,3,8,199,683,1958
'4319703577','3/30/2016',9043,6.0700001717,6.0700001717,0.0,0.25,0.4300000072,5.3699998856,0.0,4,12,244,702,2141
'4319703577','3/31/2016',8144,5.4600000381,5.4600000381,0.0,0.25,0.6100000143,4.6100001335,0.0,4,17,247,1125,2129
'4319703577','4/1/2016',9343,6.2699999809,6.2699999809,0.0,0.9599999785,0.8500000238,4.4600000381,0.0,14,20,268,654,2216
'4319703577','4/2/2016',8405,5.6599998474,5.6599998474,0.0,1.1299999952,0.1899999976,4.3400001526,0.0,15,4,257,621,2154
'4319703577','4/3/2016',8223,5.5199999809,5.5199999809,0.0,0.8000000119,1.5099999905,3.2100000381,0.0,12,37,257,551,2178
'4319703577','4/4/2016',10067,6.7600002289,6.7600002289,0.0,0.3600000143,1.4199999571,4.9699997902,0.0,5,39,313,578,2308
'4319703577','4/5/2016',8359,5.6300001144,5.6300001144,0.0,0.2300000042,0.5299999714,4.8699998856,0.0,3,14,311,638,2201
'4319703577','4/6/2016',10946,7.3499999046,7.3499999046,0.0,0.5400000215,2.0899999142,4.7199997902,0.0,8,51,308,569,2341
'4319703577','4/7/2016',9130,6.1500000954,6.1500000954,0.0,0.5,0.3799999952,5.2699999809,0.0,7,11,304,668,2236
'4319703577','4/8/2016',6544,4.4099998474,4.4099998474,0.0,0.2899999917,0.2599999905,3.8599998951,0.0,4,6,276,1132,2069
'4319703577','4/9/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0
'4388161847','3/29/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1878
'4388161847','3/30/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1878
'4388161847','3/31/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1878
'4388161847','4/1/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1878
'4388161847','4/2/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1878
'4388161847','4/3/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1878
'4388161847','4/4/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1878
'4388161847','4/5/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,994,1296
'4445114986','3/29/2016',2303,1.5499999523,1.5499999523,0.0,0.0,0.0,1.5499999523,0.0,0,0,155,807,2010
'4445114986','3/30/2016',2600,1.7400000095,1.7400000095,0.0,0.0,0.0,1.7400000095,0.0,0,0,163,1277,2032
'4445114986','3/31/2016',4804,3.2200000286,3.2200000286,0.0,0.0,0.0,3.2200000286,0.0,0,0,238,786,2227
'4445114986','4/1/2016',3271,2.1900000572,2.1900000572,0.0,0.0,0.0,2.1900000572,0.0,0,0,205,898,2133
'4445114986','4/2/2016',5406,3.6300001144,3.6300001144,0.0,0.0,0.0,3.6099998951,0.0,0,0,273,672,2317
'4445114986','4/3/2016',3146,2.1099998951,2.1099998951,0.0,0.0,0.0,2.1099998951,0.0,0,0,171,1269,2058
'4445114986','4/4/2016',2422,1.6299999952,1.6299999952,0.0,0.0,0.0,1.6299999952,0.0,0,0,110,1330,1935
'4445114986','4/5/2016',4239,2.8399999142,2.8399999142,0.0,0.0599999987,0.2399999946,2.5299999714,0.0,1,6,235,702,2217
'4445114986','4/6/2016',6911,4.7800002098,4.7800002098,0.0,2.3199999332,0.1000000015,2.3599998951,0.0,28,2,215,745,2374
'4445114986','4/7/2016',6667,4.6100001335,4.6100001335,0.0,2.0199999809,0.0500000007,2.5499999523,0.0,24,1,208,939,2335
'4445114986','4/8/2016',5543,3.7200000286,3.7200000286,0.0,0.0,0.0,3.7200000286,0.0,0,0,266,941,2303
'4445114986','4/9/2016',4195,2.8099999428,2.8099999428,0.0,0.0,0.0,2.8099999428,0.0,0,0,239,758,2210
'4445114986','4/10/2016',6625,4.4499998093,4.4499998093,0.0,0.0,0.0,4.4499998093,0.0,0,0,316,755,2424
'4445114986','4/11/2016',5986,4.1300001144,4.1300001144,0.0,1.9500000477,0.2300000042,1.9500000477,0.0,23,5,195,789,2297
'4445114986','4/12/2016',278,0.1899999976,0.1899999976,0.0,0.0,0.0,0.1899999976,0.0,0,0,20,253,745
'4558609924','4/1/2016',5336,3.5299999714,3.5299999714,0.0,0.0,0.0,3.5299999714,0.0,0,0,258,1182,1902
'4558609924','4/2/2016',3183,2.0999999046,2.0999999046,0.0,0.0,0.0,2.0999999046,0.0,0,0,173,1180,1680
'4558609924','4/3/2016',6176,4.0799999237,4.0799999237,0.0,0.0700000003,0.2599999905,3.75,0.0,1,7,269,886,1901
'4558609924','4/4/2016',8205,5.4200000763,5.4200000763,0.0,0.0,0.0,5.4200000763,0.0,0,0,367,1073,2078
'4558609924','4/5/2016',6799,4.4899997711,4.4899997711,0.0,1.5900000334,0.8600000143,2.0399999619,0.0,24,14,185,1217,1876
'4558609924','4/6/2016',5668,3.75,3.75,0.0,0.0,0.0,3.75,0.0,0,0,259,1181,1853
'4558609924','4/7/2016',7998,5.2899999619,5.2899999619,0.0,0.5099999905,0.25,4.5300002098,0.0,27,12,296,1105,2235
'4558609924','4/8/2016',4195,2.7699999809,2.7699999809,0.0,0.0,0.0,2.7699999809,0.0,0,0,241,1199,1778
'4558609924','4/9/2016',5512,3.6400001049,3.6400001049,0.0,0.0,0.0,3.6400001049,0.0,0,0,276,1164,1882
'4558609924','4/10/2016',6263,4.1399998665,4.1399998665,0.0,0.0,0.0,4.1300001144,0.0,0,0,290,1150,1906
'4558609924','4/11/2016',8828,5.8400001526,5.8400001526,0.0,0.0,0.0,5.8400001526,0.0,0,0,308,1132,2149
'4558609924','4/12/2016',1260,0.8299999833,0.8299999833,0.0,0.0,0.0,0.8199999928,0.0,0,0,76,555,722
'4702921684','3/29/2016',6506,5.2800002098,5.2800002098,0.0,0.3300000131,0.2700000107,4.6700000763,0.0,4,5,241,760,2886
'4702921684','3/30/2016',7583,6.1500000954,6.1500000954,0.0,0.25,0.5500000119,5.3499999046,0.0,3,13,227,742,2915
'4702921684','3/31/2016',6963,5.6500000954,5.6500000954,0.0,0.0,0.0,5.6500000954,0.0,0,0,256,759,2895
'4702921684','4/1/2016',7165,5.8099999428,5.8099999428,0.0,0.0,0.3700000048,5.4400000572,0.0,0,9,248,708,2923
'4702921684','4/2/2016',10328,8.3800001144,8.3800001144,0.0,0.0,1.4600000381,6.9200000763,0.0,0,32,367,475,3323
'4702921684','4/3/2016',12116,9.8299999237,9.8299999237,0.0,0.25,2.8499999046,6.7199997902,0.0,3,57,323,471,3357
'4702921684','4/4/2016',7810,6.3600001335,6.3600001335,0.0,0.4799999893,1.2000000477,4.6799998283,0.0,6,27,216,746,2931
'4702921684','4/5/2016',6670,5.4099998474,5.4099998474,0.0,1.2400000095,0.8000000119,3.3699998856,0.0,15,16,199,770,2848
'4702921684','4/6/2016',7605,6.1799998283,6.1799998283,0.0,0.3300000131,0.2099999934,5.6300001144,0.0,4,4,248,708,2943
'4702921684','4/7/2016',6585,5.3400001526,5.3400001526,0.0,0.0,0.0,5.3400001526,0.0,0,0,210,770,2822
'4702921684','4/8/2016',8184,6.6399998665,6.6399998665,0.0,0.0,0.6200000048,5.9499998093,0.0,0,15,247,808,2981
'4702921684','4/9/2016',14002,11.3599996567,11.3599996567,0.0,0.6100000143,2.6800000668,8.0600004196,0.0,8,56,381,407,3597
'4702921684','4/10/2016',11135,9.029999733,9.029999733,0.0,0.0799999982,1.1599999666,7.7899999619,0.0,1,25,331,528,3224
'4702921684','4/11/2016',6499,5.2699999809,5.2699999809,0.0,0.0,0.0,5.2699999809,0.0,0,0,207,809,2677
'4702921684','4/12/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0
'5553957443','4/1/2016',12409,8.1000003815,8.1000003815,0.0,2.9000000954,0.6299999952,4.5799999237,0.0,51,12,235,782,2142
'5553957443','4/2/2016',2937,1.9199999571,1.9199999571,0.0,0.0,0.0,1.9099999666,0.0,0,0,181,356,1615
'5553957443','4/3/2016',1515,0.9900000095,0.9900000095,0.0,0.0,0.0,0.9900000095,0.0,0,0,93,507,1481
'5553957443','4/4/2016',8921,5.8800001144,5.8800001144,0.0,2.0699999332,0.4399999976,3.3599998951,0.0,27,8,198,754,1892
'5553957443','4/5/2016',11306,7.3800001144,7.3800001144,0.0,2.3099999428,0.9800000191,4.0900001526,0.0,40,26,218,772,2086
'5553957443','4/6/2016',12252,8.0,8.0,0.0,2.4100000858,1.7000000477,3.8900001049,0.0,33,28,229,745,2044
'5553957443','4/7/2016',15444,10.0799999237,10.0799999237,0.0,3.2699999809,1.7300000191,5.0799999237,0.0,51,39,243,731,2249
'5553957443','4/8/2016',9938,6.4899997711,6.4899997711,0.0,2.1400001049,1.2799999714,3.0799999237,0.0,38,24,193,767,2019
'5553957443','4/9/2016',4599,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0,0,176,578,1692
'5553957443','4/10/2016',5594,3.6500000954,3.6500000954,0.0,0.2800000012,1.4800000191,1.8899999857,0.0,4,25,150,552,1712
'5553957443','4/11/2016',11906,7.7699999809,7.7699999809,0.0,2.2599999905,1.5199999809,3.9900000095,0.0,32,27,234,688,2065
'5553957443','4/12/2016',3436,2.2400000095,2.2400000095,0.0,0.5,0.6700000167,1.0499999523,0.0,7,11,50,61,633
'5577150313','4/1/2016',10461,7.8699998856,7.8699998856,0.0,4.7600002289,0.8500000238,2.25,0.0,99,31,142,721,3625
'5577150313','4/2/2016',14873,11.1099996567,11.1099996567,0.0,8.1899995804,0.6000000238,2.3099999428,0.0,202,36,153,663,4430
'5577150313','4/3/2016',9917,7.4099998474,7.4099998474,0.0,1.9900000095,0.9700000286,4.4400000572,0.0,58,27,240,700,3427
'5577150313','4/4/2016',7401,5.5599999428,5.5599999428,0.0,2.3199999332,0.3600000143,2.8800001144,0.0,70,19,204,689,3492
'5577150313','4/5/2016',8964,6.6999998093,6.6999998093,0.0,3.9700000286,0.1899999976,2.5299999714,0.0,107,18,145,756,3597
'5577150313','4/6/2016',11080,8.3000001907,8.3000001907,0.0,3.1300001144,1.3700000048,3.8099999428,0.0,83,52,190,695,3765
'5577150313','4/7/2016',4499,3.3599998951,3.3599998951,0.0,0.8899999857,0.2599999905,2.2100000381,0.0,31,11,146,756,2775
'5577150313','4/8/2016',4363,3.2599999905,3.2599999905,0.0,0.1299999952,0.0599999987,3.0799999237,0.0,8,2,156,813,2486
'5577150313','4/9/2016',10494,7.8400001526,7.8400001526,0.0,4.9099998474,0.7799999714,2.1500000954,0.0,123,62,138,601,3817
'5577150313','4/10/2016',9776,7.3800001144,7.3800001144,0.0,2.9300000668,1.4299999475,3.0199999809,0.0,80,35,162,721,3378
'5577150313','4/11/2016',2862,2.1400001049,2.1400001049,0.0,1.0399999619,0.25,0.8399999738,0.0,39,17,54,209,1511
'6117666160','4/1/2016',7444,5.6199998856,5.6199998856,0.0,0.0,0.0,5.6199998856,0.0,0,0,286,568,2210
'6117666160','4/2/2016',19658,14.8400001526,14.8400001526,0.0,0.2399999946,2.0899999142,12.5100002289,0.0,3,30,475,466,2884
'6117666160','4/3/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1496
'6117666160','4/4/2016',8468,6.3899998665,6.3899998665,0.0,0.1800000072,0.6399999857,5.5700001717,0.0,2,11,279,1148,2262
'6117666160','4/5/2016',9910,7.4800000191,7.4800000191,0.0,0.0,0.0,7.4800000191,0.0,0,0,384,990,2445
'6117666160','4/6/2016',12409,9.3699998856,9.3699998856,0.0,0.0,0.0,9.3699998856,0.0,0,0,491,388,2694
'6117666160','4/7/2016',4853,3.6600000858,3.6600000858,0.0,0.0,0.0,3.6600000858,0.0,0,0,156,770,1903
'6117666160','4/8/2016',8955,6.7600002289,6.7600002289,0.0,0.0,0.0,6.7300000191,0.0,0,0,422,1018,2482
'6117666160','4/9/2016',10789,8.1499996185,8.1499996185,0.0,0.0,0.0,8.1499996185,0.0,0,0,506,413,2617
'6117666160','4/10/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0
'6290855005','4/1/2016',6633,5.0100002289,5.0100002289,0.0,0.0,0.0,5.0100002289,0.0,0,0,280,1160,2778
'6290855005','4/2/2016',9548,7.2199997902,7.2199997902,0.0,2.0199999809,3.6800000668,1.5199999809,0.0,25,107,113,1195,3119
'6290855005','4/3/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,0,1407,2664
'6290855005','4/4/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2060
'6290855005','4/5/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2060
'6290855005','4/6/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2060
'6290855005','4/7/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2060
'6290855005','4/8/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2060
'6290855005','4/9/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2060
'6290855005','4/10/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,494,735
'6391747486','4/1/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1820
'6391747486','4/2/2016',2101,2.0299999714,0.0,2.0277729034,2.0299999714,0.0,0.0,0.0,46,0,0,1394,2224
'6391747486','4/3/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1820
'6391747486','4/4/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1820
'6391747486','4/5/2016',9766,7.5100002289,0.7799999714,6.7270569801,0.0,0.0500000007,7.4600000381,0.0,0,6,301,1133,2442
'6391747486','4/6/2016',165,0.1299999952,0.1299999952,0.0,0.0,0.0,0.1299999952,0.0,0,0,8,1432,1849
'6391747486','4/7/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1822
'6391747486','4/8/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1820
'6391747486','4/9/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,198,251
'6775888955','4/1/2016',7225,5.1799998283,5.1799998283,0.0,1.7300000191,1.2699999809,2.1800000668,0.0,25,50,163,1189,3065
'6775888955','4/2/2016',1988,1.4299999475,1.4299999475,0.0,0.0,0.0,1.4299999475,0.0,0,0,79,909,2207
'6775888955','4/3/2016',1577,1.1299999952,1.1299999952,0.0,0.0700000003,0.8899999857,0.1700000018,0.0,1,17,8,1414,1977
'6775888955','4/4/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1841
'6775888955','4/5/2016',9348,6.6999998093,6.6999998093,0.0,1.1299999952,2.0399999619,3.1400001049,0.0,56,133,240,1011,4286
'6775888955','4/6/2016',11761,8.4300003052,8.4300003052,0.0,1.3099999428,2.4400000572,4.6799998283,0.0,24,99,300,550,3920
'6775888955','4/7/2016',13987,10.029999733,10.029999733,0.0,2.8699998856,3.3399999142,3.8199999332,0.0,46,114,250,739,3856
'6775888955','4/8/2016',4131,2.9600000381,2.9600000381,0.0,1.3700000048,0.6100000143,0.9800000191,0.0,27,30,75,1308,2584
'6775888955','4/9/2016',14,0.0099999998,0.0099999998,0.0,0.0,0.0,0.0099999998,0.0,0,0,1,601,787
'6962181067','3/30/2016',15491,10.2399997711,10.2399997711,0.0,1.2899999619,4.4899997711,4.4600000381,0.0,18,77,272,641,2244
'6962181067','3/31/2016',14097,9.3199996948,9.3199996948,0.0,3.5,1.9199999571,3.9000000954,0.0,50,32,234,595,2188
'6962181067','4/1/2016',10467,6.9800000191,6.9800000191,0.0,0.6999999881,2.4300000668,3.8499999046,0.0,9,45,252,602,2014
'6962181067','4/2/2016',12437,8.3000001907,8.3000001907,0.0,3.7599999905,1.2899999619,3.2400000095,0.0,50,24,219,732,2115
'6962181067','4/3/2016',12307,8.1400003433,8.1400003433,0.0,1.0099999905,3.2599999905,3.8699998856,0.0,14,51,218,589,2055
'6962181067','4/4/2016',18952,12.8000001907,12.8000001907,0.0,5.9099998474,1.2300000191,5.6599998474,0.0,73,20,327,570,2437
'6962181067','4/5/2016',12010,7.9400000572,7.9400000572,0.0,2.3800001144,0.9499999881,4.6100001335,0.0,38,17,287,692,2158
'6962181067','4/6/2016',12480,8.8599996567,8.25,3.9727950096,4.1799998283,0.6899999976,4.0,0.0,55,14,276,593,2170
'6962181067','4/7/2016',13417,9.6499996185,8.8699998856,1.9263019562,3.3900001049,1.25,4.9099998474,0.1000000015,45,16,284,665,2244
'6962181067','4/8/2016',14400,10.8800001144,9.5200004578,5.4568638802,2.4700000286,2.8800001144,5.5300002098,0.0,27,37,276,697,2188
'6962181067','4/9/2016',12495,8.2600002289,8.2600002289,0.0,2.2100000381,1.0900000334,4.9600000381,0.0,33,19,324,609,2231
'6962181067','4/10/2016',10148,6.7100000381,6.7100000381,0.0,1.3600000143,0.2199999988,5.1300001144,0.0,19,7,306,679,2100
'6962181067','4/11/2016',12362,9.0900001526,8.1700000763,2.6964550018,1.0900000334,2.7300000191,5.2699999809,0.0,21,38,297,678,2188
'6962181067','4/12/2016',5893,3.9000000954,3.9000000954,0.0,2.8800001144,0.5600000024,0.4600000083,0.0,43,9,48,146,917
'7007744171','4/1/2016',11680,9.0600004196,7.8099999428,4.9012827873,4.4899997711,0.3300000131,4.2399997711,0.0,50,7,244,1139,2573
'7007744171','4/2/2016',10976,7.3400001526,7.3400001526,0.0,0.5500000119,0.6700000167,6.1300001144,0.0,9,16,271,1075,2575
'7007744171','4/3/2016',16806,11.2399997711,11.2399997711,0.0,6.4099998474,1.3700000048,3.4700000286,0.0,104,31,230,1002,3086
'7007744171','4/4/2016',15266,11.3999996185,10.2100000381,5.1898498535,5.8000001907,0.7599999905,4.7899999619,0.0500000007,70,21,292,1057,2886
'7007744171','4/5/2016',12084,9.1400003433,8.0799999237,4.8363800049,4.3899998665,0.4600000083,4.2899999619,0.0,50,6,284,1030,2676
'7007744171','4/6/2016',13513,10.25,9.0699996948,4.8357200623,5.3499999046,0.3300000131,4.5599999428,0.0,64,8,270,1098,2811
'7007744171','4/7/2016',14100,10.5799999237,9.4300003052,4.8759899139,5.0999999046,1.1900000572,4.2800002098,0.0,61,33,265,1015,2840
'7007744171','4/8/2016',12627,9.6499996185,8.4499998093,4.8423199654,4.6999998093,0.7400000095,4.2100000381,0.0,54,22,301,1063,2871
'7007744171','4/9/2016',10345,6.9200000763,6.9200000763,0.0,0.0700000003,0.2700000107,6.5799999237,0.0,2,6,358,1074,2613
'7007744171','4/10/2016',10146,6.7899999619,6.7899999619,0.0,0.0700000003,0.6100000143,6.1100001335,0.0,1,12,397,1030,2700
'7007744171','4/11/2016',12168,8.1400003433,8.1400003433,0.0,1.0499999523,0.7900000215,6.2899999619,0.0,18,27,375,1020,2871
'7007744171','4/12/2016',7413,5.7699999809,4.9600000381,4.8697829247,4.5,0.3400000036,0.9399999976,0.0,53,6,43,405,1023
'7086361926','4/1/2016',11463,7.6700000763,7.6700000763,0.0,2.8299999237,1.8899999857,2.9300000668,0.0,38,30,154,777,2496
'7086361926','4/2/2016',87,0.0199999996,0.0199999996,0.0,0.0,0.0,0.0099999998,0.0,0,0,2,872,1641
'7086361926','4/3/2016',1949,1.3099999428,1.3099999428,0.0,0.2300000042,0.349999994,0.7300000191,0.0,3,6,27,1404,1794
'7086361926','4/4/2016',6101,3.8699998856,3.8699998856,0.0,0.5299999714,0.2300000042,3.0999999046,0.0,31,24,138,1247,2421
'7086361926','4/5/2016',7478,4.9899997711,4.9899997711,0.0,1.7999999523,0.5299999714,2.6099998951,0.0299999993,25,33,132,1159,2439
'7086361926','4/6/2016',7352,4.7300000191,4.7300000191,0.0,1.4099999666,0.7799999714,2.5299999714,0.0,19,14,124,814,2233
'7086361926','4/7/2016',14604,10.8199996948,10.8199996948,0.0,7.2300000191,1.1200000048,2.4300000668,0.0299999993,76,30,127,695,2862
'7086361926','4/8/2016',9634,6.5199999809,6.5199999809,0.0,2.5,1.3999999762,2.5899999142,0.0,50,48,140,797,2752
'7086361926','4/9/2016',7338,4.6700000763,4.6700000763,0.0,1.0800000429,0.1299999952,3.4600000381,0.0,27,5,204,717,2519
'7086361926','4/10/2016',569,0.349999994,0.349999994,0.0,0.0,0.0,0.3400000036,0.0,0,0,27,1368,1799
'7086361926','4/11/2016',6242,3.9200000763,3.9200000763,0.0,0.7400000095,0.2300000042,2.9300000668,0.0,46,22,126,741,2543
'7086361926','4/12/2016',430,0.2599999905,0.2599999905,0.0,0.0,0.0,0.2599999905,0.0,0,0,14,75,625
'8053475328','4/2/2016',20188,15.6199998856,15.6199998856,0.0,12.0600004196,0.8500000238,2.7100000381,0.0,124,19,172,1125,3377
'8053475328','4/3/2016',25701,20.1399993896,20.1399993896,0.0,16.8199996948,1.6299999952,1.6900000572,0.0,165,36,97,1142,3697
'8053475328','4/4/2016',17395,13.2100000381,13.2100000381,0.0,9.6700000763,0.1800000072,3.3499999046,0.0,100,4,213,1123,3209
'8053475328','4/5/2016',17167,13.4099998474,13.4099998474,0.0,9.9600000381,0.3100000024,3.1400001049,0.0,98,8,184,1150,3167
'8053475328','4/6/2016',16435,12.4200000763,12.4200000763,0.0,8.9600000381,0.5500000119,2.9100000858,0.0,100,14,191,1135,3122
'8053475328','4/7/2016',17078,13.1999998093,13.1999998093,0.0,9.970000267,0.2399999946,2.9900000095,0.0,101,6,190,1143,3176
'8053475328','4/8/2016',11693,9.5399999619,9.5399999619,0.0,6.7699999809,0.2599999905,2.5,0.0,60,6,153,1221,2790
'8053475328','4/9/2016',11159,9.1400003433,9.1400003433,0.0,6.6900000572,0.25,2.1900000572,0.0,59,6,120,1255,2715
'8053475328','4/10/2016',10118,7.7300000191,7.7300000191,0.0,3.0499999523,0.8000000119,3.8800001144,0.0,30,18,207,1185,2684
'8053475328','4/11/2016',16064,12.720000267,12.720000267,0.0,9.9799995422,0.3600000143,2.3800001144,0.0,96,8,155,1181,3097
'8053475328','4/12/2016',290,0.2099999934,0.2099999934,0.0,0.0,0.0,0.2099999934,0.0,0,0,16,599,791
'8253242879','4/1/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1429
'8253242879','4/2/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1429
'8253242879','4/3/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1429
'8253242879','4/4/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1429
'8253242879','4/5/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1429
'8253242879','4/6/2016',1931,1.2799999714,1.2799999714,0.0,0.0,0.0,1.2799999714,0.0,0,0,94,1346,1607
'8253242879','4/7/2016',5181,3.4200000763,3.4200000763,0.0,1.0,0.9100000262,1.5099999905,0.0099999998,15,15,107,1303,1776
'8253242879','4/8/2016',12026,9.1499996185,9.1499996185,0.0,5.6999998093,0.9300000072,2.5099999905,0.0,47,13,150,1230,2162
'8253242879','4/9/2016',5360,3.5399999619,3.5399999619,0.0,0.5400000215,1.5499999523,1.4600000381,0.0,8,28,148,1256,1832
'8253242879','4/10/2016',2545,1.6799999475,1.6799999475,0.0,0.0,0.0,1.6699999571,0.0199999996,0,0,126,1314,1657
'8253242879','4/11/2016',1636,1.0800000429,1.0800000429,0.0,0.0,0.0,1.0800000429,0.0,0,0,86,1139,1377
'8253242879','4/12/2016',0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0
'8378563200','4/1/2016',14179,11.2399997711,11.2399997711,0.0,6.2300000191,1.0599999428,3.9600000381,0.0,73,21,195,719,3669
'8378563200','4/2/2016',3358,2.6600000858,2.6600000858,0.0,0.0,0.0,2.6600000858,0.0,0,0,144,657,2702
'8378563200','4/3/2016',9152,7.2600002289,7.2600002289,0.0,1.9900000095,0.8199999928,4.4499998093,0.0,25,13,243,600,3304
'8378563200','4/4/2016',13935,11.0500001907,11.0500001907,2.0921471119,4.0900001526,0.7900000215,6.1700000763,0.0,105,16,220,658,4234
'8378563200','4/5/2016',12846,10.1899995804,10.1899995804,2.2530810833,5.0,0.75,4.4400000572,0.0,113,15,189,686,4128
